2015-3-1,49,63,47,71
2015-3-2,53,81,47,71
2015-3-3,57,81,48,71
2015-3-4,62,85,48,71
2015-3-5,58,85,48,72
2015-3-6,45,64,48,72
2015-3-7,39,61,48,72
2015-3-8,38,70,48,72
2015-3-9,45,77,49,72
2015-3-10,52,86,49,73
2015-3-11,64,86,49,73
2015-3-12,54,76,49,73
2015-3-13,64,80,49,73
2015-3-14,66,87,49,73
2015-3-15,61,83,50,74
2015-3-16,51,84,50,74
2015-3-17,54,88,50,74
2015-3-18,59,74,50,74
2015-3-19,59,78,50,74
2015-3-20,61,79,50,75
2015-3-21,64,82,51,75
2015-3-22,62,77,51,75
2015-3-23,59,67,51,75
2015-3-24,57,66,51,75
2015-3-25,59,75,51,75
2015-3-26,58,77,51,76
2015-3-27,51,76,51,76
2015-3-28,42,63,52,76
2015-3-29,39,62,52,76
2015-3-30,40,78,52,76
2015-3-31,55,81,52,76
2015-4-1,58,84,52,77
2015-4-2,54,81,52,77
2015-4-3,59,87,52,77
2015-4-4,59,83,53,77
2015-4-5,60,75,53,77
2015-4-6,60,80,53,77
2015-4-7,60,86,53,78
2015-4-8,63,86,53,78
2015-4-9,62,85,53,78
2015-4-10,65,89,54,78
2015-4-11,65,82,54,78
2015-4-12,69,81,54,79
2015-4-13,69,83,54,79
2015-4-14,67,88,54,79
2015-4-15,67,85,54,79
2015-4-16,64,70,55,79
2015-4-17,62,78,55,79
2015-4-18,63,87,55,80
2015-4-19,68,86,55,80
2015-4-20,63,77,55,80
2015-4-21,62,81,56,80
2015-4-22,54,85,56,80
2015-4-23,60,88,56,81
2015-4-24,61,75,56,81
2015-4-25,60,79,57,81
2015-4-26,70,90,57,81
2015-4-27,65,76,57,82
2015-4-28,65,71,57,82
2015-4-29,62,79,58,82
2015-4-30,57,79,58,82
2015-5-1,53,78,58,82
2015-5-2,49,77,59,83
2015-5-3,51,81,59,83
2015-5-4,54,80,59,83
2015-5-5,59,80,59,83
2015-5-6,61,80,60,84
2015-5-7,59,86,60,84
2015-5-8,64,87,60,84
2015-5-9,62,89,61,84
2015-5-10,63,92,61,84
2015-5-11,67,92,61,85
2015-5-12,67,92,62,85
2015-5-13,67,92,62,85
2015-5-14,67,85,62,85
2015-5-15,70,81,62,85
2015-5-16,60,82,63,86
2015-5-17,63,86,63,86
2015-5-18,65,87,63,86
2015-5-19,69,93,64,86
2015-5-20,67,92,64,86
2015-5-21,69,94,64,87
2015-5-22,64,86,65,87
2015-5-23,63,83,65,87
2015-5-24,70,84,65,87
2015-5-25,70,87,66,87
2015-5-26,71,88,66,87
2015-5-27,69,86,66,88
2015-5-28,62,84,66,88
2015-5-29,62,85,67,88
2015-5-30,65,81,67,88
2015-5-31,67,86,67,88
2015-6-1,66,89,67,88
2015-6-2,64,85,68,88
2015-6-3,68,88,68,89
2015-6-4,67,86,68,89
2015-6-5,67,86,68,89
2015-6-6,66,89,69,89
2015-6-7,66,87,69,89
2015-6-8,68,89,69,89
2015-6-9,73,91,69,89
2015-6-10,70,86,69,89
2015-6-11,67,89,70,90
2015-6-12,68,92,70,90
2015-6-13,71,93,70,90
2015-6-14,68,94,70,90
2015-6-15,68,94,70,90
2015-6-16,69,96,70,90
2015-6-17,72,97,70,90
2015-6-18,72,97,71,90
2015-6-19,73,98,71,90
2015-6-20,74,97,71,90
2015-6-21,76,96,71,91
2015-6-22,70,97,71,91
2015-6-23,71,91,71,91
2015-6-24,74,95,71,91
2015-6-25,73,89,71,91
2015-6-26,73,90,72,91
2015-6-27,75,92,72,91
2015-6-28,73,91,72,91
2015-6-29,71,86,72,91
2015-6-30,69,89,72,91
